engine,run,performance_score1,performance_score1_name,performance_score1_CI,behaviour_score1,behaviour_score1_name,behaviour_score1_CI,behaviour_score2,behaviour_score2_name,behaviour_score2_CI,behaviour_score3,behaviour_score3_name,behaviour_score3_CI,behaviour_score4,behaviour_score4_name,behaviour_score4_CI
hf_CodeLlama-13B,0,0.7115861271204225,1 - Difference to bayes optimal posterior prediction,0.0103764857476432,-0.0043150514682081,prior weighting,0.0255114752184438,0.08251330046106,likelihood weighting,0.0252812518902695,-0.0522952232439726,prior / likelihood,0.3095950544019682,-0.0868283519292681,prior - likelihood,0.0359162507085654
llama_65,0,0.8774358770015426,1 - Difference to bayes optimal posterior prediction,0.00152560475031,0.0,prior weighting,,0.0,likelihood weighting,,0.0,prior / likelihood,0.0,0.0,prior - likelihood,
hf_LongAlpaca-13B,0,0.7001011155677572,1 - Difference to bayes optimal posterior prediction,0.0091893295641116,0.0068451845736893,prior weighting,0.0034372582578013,0.0010017627357895,likelihood weighting,0.003442004204183,6.833139554042783,prior / likelihood,23.72770945473061,0.0058434218378998,prior - likelihood,0.0048643742940317
claude-1,0,0.8415526693968199,1 - Difference to bayes optimal posterior prediction,0.0031729703677866,0.7397200555455823,prior weighting,0.0116942300825621,0.2204284521206087,likelihood weighting,0.0118116690147762,3.3558283807248266,prior / likelihood,0.1874848663681432,0.5192916034249736,prior - likelihood,0.0166213880930121
hf_LongAlpaca-70B,0,0.7562439949397596,1 - Difference to bayes optimal posterior prediction,0.0188155506666621,0.1992503912211225,prior weighting,0.0662352291650338,0.0546270271134645,likelihood weighting,0.0642039199217424,3.647469059725038,prior / likelihood,4.455093239103063,0.144623364107658,prior - likelihood,0.0922455902244766
random,0,0.6558618302484439,1 - Difference to bayes optimal posterior prediction,0.0033495109672114,-0.0036061672149007,prior weighting,0.0206382169272596,0.0193421843579792,likelihood weighting,0.0207640334217241,-0.1864405357822543,prior / likelihood,1.0856146054568776,-0.02294835157288,prior - likelihood,0.0292759471559009
gpt-4,0,0.8493143433694408,1 - Difference to bayes optimal posterior prediction,0.0283378539377391,0.6052210053149374,prior weighting,0.1026895642686352,0.2871374078233705,likelihood weighting,0.1509807920044195,2.1077748451613543,prior / likelihood,1.1645698305703924,0.3180835974915669,prior - likelihood,0.1825933902526703
hf_Llama-2-7b-longlora-16k-ft,0,0.4990478009047424,1 - Difference to bayes optimal posterior prediction,0.0306989749487143,-0.4153652449510297,prior weighting,0.9868709078892116,0.2157633514871249,likelihood weighting,1.0252251204255902,-1.9250963710387832,prior / likelihood,10.22710622863258,-0.6311285964381547,prior - likelihood,1.4230252058167288
hf_mpt-30b-instruct,0,0.7534547875953798,1 - Difference to bayes optimal posterior prediction,0.0162267501064062,0.3707769822634028,prior weighting,0.0569539738555084,-0.0078561850423099,likelihood weighting,0.0560737083785231,-47.19555105519534,prior / likelihood,336.9373730917401,0.3786331673057128,prior - likelihood,0.0799250643368749
llama-2-7,0,0.7097964125621172,1 - Difference to bayes optimal posterior prediction,0.0185187937747796,0.1956831599311012,prior weighting,0.0866158086506943,0.0125828277865485,likelihood weighting,0.0870859524966012,15.551604396929946,prior / likelihood,107.85279996117926,0.1831003321445526,prior - likelihood,0.1228261431066447
llama-2-7-chat,0,0.69628982966904,1 - Difference to bayes optimal posterior prediction,0.0216842159686363,0.0751776721562974,prior weighting,0.1745523121794207,-0.0283919754300283,likelihood weighting,0.1798435106310891,-2.6478492960650724,prior / likelihood,17.86356691862186,0.1035696475863258,prior - likelihood,0.2506236182072563
hf_mpt-30b-chat,0,0.780160951072083,1 - Difference to bayes optimal posterior prediction,0.0133781855732468,0.5824512845903377,prior weighting,0.0640982454843758,0.1022268209836853,likelihood weighting,0.0621084818447056,5.69763667681002,prior / likelihood,3.517960375472412,0.4802244636066524,prior - likelihood,0.0892527231586209
hf_Llama-2-70b-longlora-32k,0,0.7720158878522319,1 - Difference to bayes optimal posterior prediction,0.019816170406902,1.389131951936714,prior weighting,0.2432001571372861,0.1097724402227787,likelihood weighting,0.2366709130002881,12.654651286948951,prior / likelihood,27.37340866481865,1.2793595117139354,prior - likelihood,0.3393514954910183
hf_Llama-2-13b-longlora-64k,0,0.7361148883018447,1 - Difference to bayes optimal posterior prediction,0.0188741626673821,0.6605526540597062,prior weighting,0.1649436461283617,0.0471071387613785,likelihood weighting,0.1441905707475865,14.022347173445176,prior / likelihood,43.06368635342048,0.6134455152983277,prior - likelihood,0.2190829228639991
hf_CodeLlama-7B,0,0.6786860968866216,1 - Difference to bayes optimal posterior prediction,0.0176507353752977,-0.0135704489459795,prior weighting,0.076330689796174,-0.1080699056059737,likelihood weighting,0.0787191867081944,0.12557102617872,prior / likelihood,0.7122063609238984,0.0944994566599942,prior - likelihood,0.1096498269983099
text-davinci-002,0,0.8236979088377889,1 - Difference to bayes optimal posterior prediction,0.0274128079022641,0.3469115403226955,prior weighting,0.1039737125303636,0.4471030612282219,likelihood weighting,0.1579560361668674,0.7759095618126756,prior / likelihood,0.3594729612609643,-0.1001915209055264,prior - likelihood,0.189104844620373
text-bison@001,0,0.8478080930902514,1 - Difference to bayes optimal posterior prediction,0.0261390373019138,1.2645467493323903,prior weighting,0.4970085452879885,2.2416766915043054,likelihood weighting,0.8309623332064833,0.5641075513364062,prior / likelihood,0.3047665858057896,-0.9771299421719152,prior - likelihood,0.9682540437804766
llama-2-13-chat,0,0.6927358134668596,1 - Difference to bayes optimal posterior prediction,0.0235700216507328,0.2977064032735468,prior weighting,0.3961495013537905,0.3855397045327881,likelihood weighting,0.4133432370680028,0.772180918783239,prior / likelihood,1.3195303907327134,-0.0878333012592412,prior - likelihood,0.5725269068373224
hf_Llama-2-7b-longlora-32k-ft,0,0.4910421354474278,1 - Difference to bayes optimal posterior prediction,0.0316135892248479,0.4033679094182137,prior weighting,0.9680771817669052,-0.7897385839864101,likelihood weighting,0.974040420381308,-0.510761304559934,prior / likelihood,1.3782166940369014,1.1931064934046238,prior - likelihood,1.3732909998956335
hf_Llama-2-13b-longlora-32k-ft,0,0.7439257019217664,1 - Difference to bayes optimal posterior prediction,0.019349378885503,0.3925602737803062,prior weighting,0.0906445861551173,0.0019048096332075,likelihood weighting,0.089709394912863,206.0889796736594,prior / likelihood,9706.135222006336,0.3906554641470987,prior - likelihood,0.1275312374866037
claude-2,0,0.8667623479307155,1 - Difference to bayes optimal posterior prediction,0.0020606975640445,0.7273125489016987,prior weighting,0.008508095303289,0.3533959151873109,likelihood weighting,0.0084958112920559,2.0580672204889527,prior / likelihood,0.0550235033581814,0.3739166337143877,prior - likelihood,0.0120235807977521
hf_falcon-40b-instruct,0,0.744202000190381,1 - Difference to bayes optimal posterior prediction,0.0160134635244829,0.3382946491585153,prior weighting,0.0532324770610783,-0.0446582786478687,likelihood weighting,0.0549603605862097,-7.575183356841278,prior / likelihood,9.398574501483404,0.382952927806384,prior - likelihood,0.0765136448604066
human,0,0.8702411244194237,1 - Difference to bayes optimal posterior prediction,0.0028432191537249,0.8763923380183121,prior weighting,0.0006004273965857,0.9128025791306198,likelihood weighting,0.0005973125781646,0.9601115926436296,prior / likelihood,0.000909617504046,-0.0364102411123077,prior - likelihood,0.0008469329221399
hf_Llama-2-7b-longlora-8k-ft,0,0.669525849512906,1 - Difference to bayes optimal posterior prediction,0.0216368741989889,0.2295197995774806,prior weighting,0.1806109070811173,0.0151954644567989,likelihood weighting,0.1849872341735768,15.104493859336133,prior / likelihood,184.26351751715004,0.2143243351206816,prior - likelihood,0.258535445468999
vicuna_7,0,0.7541640976048772,1 - Difference to bayes optimal posterior prediction,0.0286073395199229,0.0947670545387112,prior weighting,0.0862293240426825,0.6741109795446216,likelihood weighting,0.1392303814404665,0.1405807907219204,prior / likelihood,0.1311695977690258,-0.5793439250059105,prior - likelihood,0.1637699466963208
llama-2-70,0,0.773257876831065,1 - Difference to bayes optimal posterior prediction,0.0205750835358819,1.2899389211409595,prior weighting,0.2340368249399304,0.1909800351861936,likelihood weighting,0.235451265083732,6.754312930581197,prior / likelihood,8.41679703941747,1.098958885954766,prior - likelihood,0.3319797187442231
hf_Llama-2-7b-longlora-32k,0,0.7271096410586915,1 - Difference to bayes optimal posterior prediction,0.0209562837688364,0.6518063549987735,prior weighting,0.1742098031413758,-0.0213981507096456,likelihood weighting,0.1619817407524016,-30.46087317746377,prior / likelihood,230.7292722543987,0.6732045057084192,prior - likelihood,0.237880515906064
hf_koala-13B-HF,0,0.8040210098679859,1 - Difference to bayes optimal posterior prediction,0.0020735693008304,1.07817715315763,prior weighting,0.0386110425870906,1.0038641125907997,likelihood weighting,0.0386923749255568,1.0740269919352343,prior / likelihood,0.0565070256659993,0.0743130405668301,prior - likelihood,0.0546618009860815
hf_Llama-2-7b-longlora-100k-ft,0,0.5184992218392969,1 - Difference to bayes optimal posterior prediction,0.0308951549630592,0.8553277324824347,prior weighting,0.9784834149531814,-0.1304220563287456,likelihood weighting,0.9625101886093776,-6.558152482479423,prior / likelihood,48.97696861935352,0.9857497888111804,prior - likelihood,1.3725362131890362
vicuna_13,0,0.7636936507772089,1 - Difference to bayes optimal posterior prediction,0.0267776223142477,0.7255481655445739,prior weighting,0.320166383512869,0.1625522535832271,likelihood weighting,0.4991286350948684,4.463476510173953,prior / likelihood,13.846237322282851,0.5629959119613468,prior - likelihood,0.5929889606926725
hf_LongAlpaca-7B,0,0.6953867373131616,1 - Difference to bayes optimal posterior prediction,0.0210076745945209,0.0403485277110134,prior weighting,0.0840136268040495,-0.000633097799744,likelihood weighting,0.0861033934723875,0.0,prior / likelihood,8668.7652774832,0.0409816255107575,prior - likelihood,0.1202999744647973
hf_mpt-30b,0,0.6924791851909544,1 - Difference to bayes optimal posterior prediction,0.0093398991438599,0.0099214412702557,prior weighting,0.0111423855319741,0.0147343660734911,likelihood weighting,0.0110273444575751,0.6733537921326368,prior / likelihood,0.9087491800561708,-0.0048129248032354,prior - likelihood,0.0156765774686045
llama_7,0,0.7560404871157494,1 - Difference to bayes optimal posterior prediction,0.0247164993670597,0.0534674602281199,prior weighting,0.0743090600646951,0.4503241403665052,likelihood weighting,0.0986415343702004,0.1187310548899386,prior / likelihood,0.1670493279250966,-0.3968566801383852,prior - likelihood,0.1234989421436714
hf_vicuna-7b-v1.5,0,0.7172006098130589,1 - Difference to bayes optimal posterior prediction,0.0028028589791684,0.3852290033588897,prior weighting,0.0143262663250343,-0.0374635589334211,likelihood weighting,0.0142884086554467,-10.282765821674982,prior / likelihood,3.940393628838373,0.4226925622923109,prior - likelihood,0.02023364842832
hf_vicuna-13b-v1.5,0,0.7323340887086944,1 - Difference to bayes optimal posterior prediction,0.0024510422189837,0.5951352833531443,prior weighting,0.0195729662842111,0.0498868177436998,likelihood weighting,0.0197652535995292,11.92971029763275,prior / likelihood,4.742830474087261,0.5452484656094444,prior - likelihood,0.0278166543462108
hf_Llama-2-70b-longlora-32k_sb,0,0.8215290505358251,1 - Difference to bayes optimal posterior prediction,0.0133825245145901,1.6730720580633849,prior weighting,0.3509986727837535,1.5915663217213485,likelihood weighting,0.3515366991772847,1.0512110210109775,prior / likelihood,0.3202291295510051,0.0815057363420364,prior - likelihood,0.4967676712150431
gpt-4_sb,0,0.9259396293916532,1 - Difference to bayes optimal posterior prediction,0.0270937858999669,0.8673672367215848,prior weighting,0.1265518839563766,0.5438136153681676,likelihood weighting,0.1142164461120943,1.594971534749765,prior / likelihood,0.4078883907207394,0.3235536213534171,prior - likelihood,0.1704722144379698
llama-2-70_sb,0,0.5863179899666922,1 - Difference to bayes optimal posterior prediction,0.0993993516342553,2.4856682151431104,prior weighting,2.788434426187984,-1.1075127445110169,likelihood weighting,2.3720845816398493,-2.244369852593046,prior / likelihood,5.426460464631513,3.593180959654127,prior - likelihood,3.66089494681339
claude-1_sb,0,0.8187407520914868,1 - Difference to bayes optimal posterior prediction,0.0128015380583194,0.625462279152504,prior weighting,0.0844568022122401,0.645423602001033,likelihood weighting,0.087872596436813,0.969072524173826,prior / likelihood,0.1858230992089296,-0.019961322848529,prior - likelihood,0.1218792215452021
claude-2_cot,0,0.8800597946660313,1 - Difference to bayes optimal posterior prediction,0.0193004347993806,0.7357103386967784,prior weighting,0.1325714194143529,0.9619279611793236,likelihood weighting,0.1350035338887489,0.7648289356250727,prior / likelihood,0.1746885285745614,-0.2262176224825453,prior - likelihood,0.1892118796692925
claude-1_cot,0,0.8749761887454541,1 - Difference to bayes optimal posterior prediction,0.0110912718684164,0.7516476815672705,prior weighting,0.0707423809924299,0.8949762990888566,likelihood weighting,0.0701470237596253,0.8398520523197052,prior / likelihood,0.1028642534312924,-0.1433286175215861,prior - likelihood,0.0996247429648456
llama-2-70-chat_sb,0,0.7839505833303045,1 - Difference to bayes optimal posterior prediction,0.0177382877278849,0.5370791455119042,prior weighting,0.1323708051985145,0.1314121169390207,likelihood weighting,0.1323177415990823,4.086983438225299,prior / likelihood,4.23663706576177,0.4056670285728834,prior - likelihood,0.1871630701040796
hf_LongAlpaca-70B_sb,0,0.7488148713251599,1 - Difference to bayes optimal posterior prediction,0.0200030807028157,0.3436894155190931,prior weighting,0.1104070330222003,0.2404775238908594,likelihood weighting,0.1101229760581328,1.4291955853432536,prior / likelihood,0.7994553774618766,0.1032118916282336,prior - likelihood,0.1559383942352406
llama-2-70-chat_cot,0,0.7414250596270047,1 - Difference to bayes optimal posterior prediction,0.0200767133854698,0.3629805233373024,prior weighting,0.172321653809844,0.1601292528449837,likelihood weighting,0.1805034728306965,2.2667970835328446,prior / likelihood,2.7725810354649703,0.2028512704923187,prior - likelihood,0.2495521109421872
hf_LongAlpaca-70B_cot,0,0.7898013023088023,1 - Difference to bayes optimal posterior prediction,0.0173292696721627,0.231107433164857,prior weighting,0.0964804888850249,0.7030423903729897,likelihood weighting,0.1023730278388694,0.3287247487911022,prior / likelihood,0.1453413177014219,-0.4719349572081326,prior - likelihood,0.1406723909101972
llama-2-70_cot,0,0.7732738108120724,1 - Difference to bayes optimal posterior prediction,0.021093104474589,0.6799774839788463,prior weighting,0.2642399599556429,0.3595367879729332,likelihood weighting,0.2641841800720034,1.8912598285492737,prior / likelihood,1.5720541482080392,0.320440696005913,prior - likelihood,0.3736522948379636
claude-2_sb,0,0.8946424729626529,1 - Difference to bayes optimal posterior prediction,0.0116203243678372,0.8263784933738778,prior weighting,0.0630410273956236,0.7207181069231017,likelihood weighting,0.0626313680651318,1.1466043178821506,prior / likelihood,0.1325872332034832,0.1056603864507761,prior - likelihood,0.0888642751661531
gpt-4_cot,0,0.963071682412762,1 - Difference to bayes optimal posterior prediction,0.0144742335196737,0.8509816040550527,prior weighting,0.0777854172855291,1.1234423845476695,likelihood weighting,0.0775913975859099,0.7574768548524031,prior / likelihood,0.0867807444995835,-0.2724607804926168,prior - likelihood,0.1098680850912522
hf_Llama-2-70b-longlora-32k_cot,0,0.7682661415368074,1 - Difference to bayes optimal posterior prediction,0.022039467026737,0.4063350073376315,prior weighting,0.2698947737206836,0.2859638798801441,likelihood weighting,0.2778491314700944,1.420931229174602,prior / likelihood,1.6723801067918256,0.1203711274574873,prior - likelihood,0.3873542677452061
hf_Llama-2-70b-chat-longlora-32k_sb,0,0.8079356408792898,1 - Difference to bayes optimal posterior prediction,0.0144390426851376,0.5739737107819962,prior weighting,0.0879827031174922,0.3341506931417429,likelihood weighting,0.0948293395904253,1.7177091730242888,prior / likelihood,0.5540374458814582,0.2398230176402532,prior - likelihood,0.1293582610234731
hf_Llama-2-70b-chat-longlora-32k_cot,0,0.7486431823874318,1 - Difference to bayes optimal posterior prediction,0.0184888021431107,0.3920539647625214,prior weighting,0.1426612420974148,0.3002606757493098,likelihood weighting,0.147327996121023,1.305711991036251,prior / likelihood,0.7976221771681634,0.0917932890132116,prior - likelihood,0.2050799074453989
gemini-pro,0,0.8775499782576244,1 - Difference to bayes optimal posterior prediction,0.04336870221382,0.8075273101856939,prior weighting,0.2093944336419425,0.5867918164282313,likelihood weighting,0.2055083446576691,1.376173435923267,prior / likelihood,0.5996938995372195,0.2207354937574626,prior - likelihood,0.2933934364708338
text-bison@002_cot,0,0.8595755816896746,1 - Difference to bayes optimal posterior prediction,0.0315168318939763,0.4389154289903351,prior weighting,0.1457062432123165,0.8179301253266167,likelihood weighting,0.156542886477866,0.5366172676609349,prior / likelihood,0.2056253254117651,-0.3790146963362816,prior - likelihood,0.2138597311741245
text-bison@002_sb,0,0.9070610290093049,1 - Difference to bayes optimal posterior prediction,0.0252383100238059,0.7882846959080845,prior weighting,0.1234332758205688,0.7743890790447276,likelihood weighting,0.1268836526978993,1.017943973177538,prior / likelihood,0.2307065603802965,0.0138956168633568,prior - likelihood,0.1770176118406238
text-bison@002,0,0.8105644705785635,1 - Difference to bayes optimal posterior prediction,0.0409750515599477,0.4014870122072828,prior weighting,0.195380664924673,0.4990326047788658,likelihood weighting,0.2099117551518046,0.8045306225736333,prior / likelihood,0.5175056912678914,-0.097545592571583,prior - likelihood,0.286769156600424
text-bison@001_cot,0,0.5528935489596112,1 - Difference to bayes optimal posterior prediction,0.0418870955508123,1.922202009441157,prior weighting,1.331376007197166,0.6757801691999623,likelihood weighting,1.450969608521984,2.844419083378548,prior / likelihood,6.417168545775151,1.2464218402411946,prior - likelihood,1.969232052703466
text-bison@001_sb,0,0.7862388001525933,1 - Difference to bayes optimal posterior prediction,0.0346641261784024,0.3563200088058907,prior weighting,0.257062669193504,0.7067859288115808,likelihood weighting,0.2630470943922998,0.5041413450392569,prior / likelihood,0.4092514676491765,-0.35046592000569,prior - likelihood,0.3677974847128789
claude-3-opus-20240229,0,0.8569672955189072,1 - Difference to bayes optimal posterior prediction,0.0208666148088628,0.7444882549450516,prior weighting,0.093250407430282,0.3506514823064726,likelihood weighting,0.0954317559711441,2.1231573015121663,prior / likelihood,0.636087844988395,0.3938367726385789,prior - likelihood,0.1334273530189728
hf_Mistral-7B-v0.1,0,0.8060334028873009,1 - Difference to bayes optimal posterior prediction,0.0148316585827239,0.7626031671915002,prior weighting,0.0413902945150702,0.0028325154418372,likelihood weighting,0.0402741267187168,269.23177749628,prior / likelihood,3828.100479478797,0.759770651749663,prior - likelihood,0.0577508594135144
hf_Mixtral-8x7B-v0.1,0,0.8689632392161621,1 - Difference to bayes optimal posterior prediction,0.004446759194008881,1.4923076149195635,prior weighting,0.042793912023904965,0.06835652334375074,likelihood weighting,0.04277045903936512,21.831239242742917,prior / likelihood,13.674075397123199,1.423951091575813,prior - likelihood,0.060503149279584834
hf_Yi-6B,0,0.7813747877229134,1 - Difference to bayes optimal posterior prediction,0.017791277051235,1.280329926662202,prior weighting,0.1907272568896037,0.0575455483607393,likelihood weighting,0.1838496866824174,22.248982990588928,prior / likelihood,71.15950402824654,1.2227843783014627,prior - likelihood,0.2649105392653451
hf_Yi-34B,0,0.7923116862564389,1 - Difference to bayes optimal posterior prediction,0.0159695720599426,0.5569203102629375,prior weighting,0.0571000763870384,0.0323488084476237,likelihood weighting,0.0553957986633875,17.21609966452558,prior / likelihood,29.53454734851292,0.5245715018153138,prior - likelihood,0.0795557240741368
